mz,intensity,rt,group
233.1179,10971,708,M233_R708_1074
233.9815,25136,757,M234_R757_1076
234.0412,35108,566,M234_R566_1077
234.0893,36028,630,M234_R630_1078
234.1141,18477,343,M234_R343_1082
235.0046,11172,547,M235_R547_1084
235.0203,264187,51,M235_R51_1085
235.0435,100972,339,M235_R339_1086
235.0609,241338,318,M235_R318_1088
235.1008,1035890,1091,M235_R1091_1090
235.098,82905,461,M235_R461_1091
235.1009,39763,609,M235_R609_1092
235.1117,15878,446,M235_R446_1094
235.1351,27013,537,M235_R537_1095
236.0827,28270,535,M236_R535_1098
236.1049,331815,542,M236_R542_1099
236.0963,5088595,399,M236_R399_1100
236.1047,44093,1092,M236_R1092_1101
236.2208,120741,399,M236_R399_1104
236.3375,39748,417,M236_R417_1105
237.0559,89255,541,M237_R541_1107
237.0766,96176,258,M237_R258_1108
237.0767,10595,52,M237_R52_1109
237.077,86810,387,M237_R387_1110
237.0992,513840,398,M237_R398_1112
237.1164,6997304,580,M237_R580_1114
237.1494,166913,532,M237_R532_1115
237.1859,15603,667,M237_R667_1118
237.2402,161187,601,M237_R601_1120
237.3592,52582,609,M237_R609_1121
238.0508,26981,663,M238_R663_1122
238.0717,84156,544,M238_R544_1123
238.094,171227,400,M238_R400_1126
238.1197,820545,583,M238_R583_1127
239.0121,98436,496,M239_R496_1130
239.0348,80157,596,M239_R596_1131
239.0344,72113,332,M239_R332_1132
239.0342,45651,427,M239_R427_1133
239.0541,51043,52,M239_R52_1134
239.0677,962236,522,M239_R522_1135
239.0927,130947,260,M239_R260_1136
239.0925,116118,397,M239_R397_1137
239.0921,50167,53,M239_R53_1138
239.1147,260704,598,M239_R598_1139
239.1285,78571,365,M239_R365_1141
239.1655,446884,615,M239_R615_1142
239.2016,5531800,892,M239_R892_1143
239.2387,26195,804,M239_R804_1144
239.3266,138320,886,M239_R886_1145
239.4448,12807,906,M239_R906_1146
240.0359,71684,575,M240_R575_1147
240.071,12649,533,M240_R533_1150
240.0957,57885,279,M240_R279_1151
240.1009,56425,132,M240_R132_1152
240.1033,27039,534,M240_R534_1153
240.1684,16948,628,M240_R628_1156
240.1971,14166,737,M240_R737_1157
240.2053,766066,890,M240_R890_1158
241.0507,108704,438,M241_R438_1160
241.0508,25028,306,M241_R306_1161
241.0733,282103,665,M241_R665_1165
241.0876,38351,498,M241_R498_1166
241.0877,86735,630,M241_R630_1167
241.0879,10305,723,M241_R723_1168
241.1079,230471,271,M241_R271_1169
241.1083,227625,53,M241_R53_1170
241.1448,1002096,452,M241_R452_1171
241.181,1025414,644,M241_R644_1172
241.2174,16646455,969,M241_R969_1173
241.2172,70451,801,M241_R801_1174
241.3424,491547,982,M241_R982_1175
241.4619,99168,990,M241_R990_1176
242.0819,2661892,685,M242_R685_1180
242.0868,181918,568,M242_R568_1181
242.148,48309,427,M242_R427_1183
242.1764,33748381,447,M242_R447_1184
242.1761,487798,1072,M242_R1072_1185
242.1841,93754,638,M242_R638_1186
242.2127,1599400,727,M242_R727_1187
242.2209,2137375,969,M242_R969_1188
242.3014,997504,450,M242_R450_1189
242.4217,277034,450,M242_R450_1190
242.5312,11320,431,M243_R431_1191
242.5885,13357,561,M243_R561_1192
243.0067,107712,485,M243_R485_1193
243.0299,82987,506,M243_R506_1194
243.0663,21038,392,M243_R392_1195
243.0775,31153,549,M243_R549_1196
243.0858,229716,690,M243_R690_1197
243.0871,304381,52,M243_R52_1198
243.102,14664,493,M243_R493_1201
243.1238,3782576,284,M243_R284_1202
243.14,12701,413,M243_R413_1203
243.1282,11369,273,M243_R273_1204
243.16,11414702,510,M243_R510_1205
243.1604,65568,808,M243_R808_1206
243.1603,46306,1106,M243_R1106_1207
243.1597,196227,334,M243_R334_1208
243.1605,13148,920,M243_R920_1209
243.1781,21805,1068,M243_R1068_1210
243.1966,4606427,644,M243_R644_1211
243.1782,1793261,452,M243_R452_1212
243.1978,180691,624,M243_R624_1213
243.2157,303674,739,M243_R739_1214
243.2237,107030,990,M243_R990_1215
243.2493,13981,290,M243_R290_1216
243.2848,655394,480,M243_R480_1217
243.3035,12920,431,M243_R431_1218
243.3226,47183,634,M243_R634_1219
243.4059,124908,479,M243_R479_1220
243.8995,98490,47,M244_R47_1221
244.0399,90430,487,M244_R487_1223
244.1274,281153,295,M244_R295_1227
244.1634,3276385,478,M244_R478_1228
244.1632,339131,590,M244_R590_1229
244.1631,20421,338,M244_R338_1230
244.1803,233149,451,M244_R451_1231
244.2002,609848,656,M244_R656_1232
244.9082,660975,459,M245_R459_1233
245.0038,18193,484,M245_R484_1234
245.0459,116225,409,M245_R409_1235
245.0608,23686,645,M245_R645_1236
245.0726,461257,665,M245_R665_1237
245.1031,815671,52,M245_R52_1238
245.1029,77536,214,M245_R214_1239
245.1393,830727,358,M245_R358_1240
245.1659,116355,478,M245_R478_1241
245.1672,127676,167,M245_R167_1242
245.1756,50087,798,M245_R798_1243
245.1757,11503,546,M245_R546_1245
245.8946,15619,47,M246_R47_1249
245.9726,13092,237,M246_R237_1251
246.0558,107778,502,M246_R502_1252
246.0563,110338,652,M246_R652_1253
246.0749,13098,665,M246_R665_1254
246.0897,16899,614,M246_R614_1255
246.1064,54858,52,M246_R52_1256
246.1432,119531,455,M246_R455_1257
246.1563,38668,627,M246_R627_1258
246.905,650996,459,M247_R459_1259
246.926,24230,410,M247_R410_1260
246.9811,1012744,458,M247_R458_1261
247.0321,2396082,624,M247_R624_1262
247.0366,39930,456,M247_R456_1263
247.0394,34873,424,M247_R424_1264
247.0547,10245,653,M247_R653_1265
247.0608,44641,789,M247_R789_1266
247.0648,15340,570,M247_R570_1267
247.0972,434248,719,M247_R719_1272
247.0973,1393959,592,M247_R592_1273
247.1187,3425849,217,M247_R217_1274
247.1185,628150,54,M247_R54_1275
247.1183,22189,959,M247_R959_1276
247.134,209509,560,M247_R560_1278
247.155,52352,280,M247_R280_1279
247.1816,107840,708,M247_R708_1281
247.2251,24038,614,M247_R614_1282
248.0145,999686,573,M248_R573_1287
248.0362,194080,650,M248_R650_1288
248.0646,22352,800,M248_R800_1289
248.1016,152008,611,M248_R611_1292
248.1218,171115,223,M248_R223_1293
248.1279,72071,383,M248_R383_1296
248.1376,18307,580,M248_R580_1297
248.9017,119519,457,M249_R457_1298
248.9607,444897,50,M249_R50_1300
249.0225,13634704,363,M249_R363_1301
249.0229,194655,591,M249_R591_1302
249.0318,343761,325,M249_R325_1303
249.0765,612926,795,M249_R795_1306
249.0591,98538,394,M249_R394_1307
249.0796,12653,302,M249_R302_1309
249.088,49982,462,M249_R462_1310
249.0778,222054,560,M249_R560_1311
249.0781,1892980,800,M249_R800_1312
249.1133,1107100,469,M249_R469_1313
249.1159,139092,234,M249_R234_1314
249.1158,138489,583,M249_R583_1315
249.1136,53615,668,M249_R668_1316
249.135,108228,179,M249_R179_1318
249.1503,6688456,596,M249_R596_1320
249.1497,180771,832,M249_R832_1321
249.1496,260309,342,M249_R342_1322
249.1595,3824088,613,M249_R613_1323
249.1865,14922,725,M249_R725_1324
249.1864,13050,802,M249_R802_1325
249.2047,97193,800,M249_R800_1326
249.271,62301,342,M249_R342_1327
249.2773,410451,612,M249_R612_1328
249.3243,39559,799,M249_R799_1329
249.3955,119262,625,M249_R625_1330
249.5109,53424,613,M250_R613_1331
249.9584,50187,757,M250_R757_1332
250.014,12277,601,M250_R601_1333
250.0259,1462753,357,M250_R357_1334
250.0198,772197,517,M250_R517_1335
250.0811,72586,789,M250_R789_1337
250.0798,20944,560,M250_R560_1338
250.1167,46535,482,M250_R482_1340
250.1298,636845,138,M250_R138_1341
250.1447,9947560,853,M250_R853_1342
250.1533,2152684,614,M250_R614_1343
250.152,12178,832,M250_R832_1344
250.2718,96874,854,M250_R854_1345
250.2807,52008,613,M250_R613_1346
250.4008,27805,613,M250_R613_1348
251.0203,372562,351,M251_R351_1349
251.0234,32830,529,M251_R529_1350
251.0346,10088,327,M251_R327_1351
251.0583,11092,52,M251_R52_1352
251.083,39726,800,M251_R800_1354
251.0959,891923,481,M251_R481_1355
251.0927,290481,280,M251_R280_1356
251.1078,34505,640,M251_R640_1357
251.1323,2597266,613,M251_R613_1359
251.1485,1131588,853,M251_R853_1361
251.1557,179890,613,M251_R613_1362
251.1654,928023,561,M251_R561_1363
251.2016,1479987,873,M251_R873_1364
251.2014,21175,697,M251_R697_1365
252.0168,455948,523,M252_R523_1370
252.0428,24167,574,M252_R574_1372
252.0727,48726,447,M252_R447_1373
252.0962,29458,562,M252_R562_1375
252.0985,57078,455,M252_R455_1376
252.1247,53443,778,M252_R778_1377
252.1358,198688,606,M252_R606_1378
252.1688,20149,573,M252_R573_1380
252.2051,147805,868,M252_R868_1381
252.9829,49590,747,M253_R747_1384
253.02,12892,529,M253_R529_1385
253.0359,23405,368,M253_R368_1386
253.0507,3148698,594,M253_R594_1388
253.0503,89196,384,M253_R384_1389
253.0702,46051,52,M253_R52_1390
253.0872,7984388,663,M253_R663_1393
253.0849,93183,486,M253_R486_1394
253.099,231623,742,M253_R742_1396
253.1081,60387,265,M253_R265_1397
253.1297,124386,601,M253_R601_1398
253.1448,823890,442,M253_R442_1399
253.1809,665628,657,M253_R657_1400
253.2179,22607320,956,M253_R956_1401
253.2154,157171,655,M253_R655_1402
253.2542,134376,849,M253_R849_1403
253.2539,26688,936,M253_R936_1404
253.3018,27329,620,M253_R620_1405
253.3371,39667,633,M253_R633_1406
253.3456,1464748,956,M253_R956_1407
253.3485,196368,977,M253_R977_1408
253.4491,10913,633,M253_R633_1409
253.4671,545358,966,M253_R966_1410
253.581,47391,957,M254_R957_1411
254.0133,13245,512,M254_R512_1412
254.0538,235991,593,M254_R593_1414
254.0815,1042809,671,M254_R671_1416
254.1189,78618,487,M254_R487_1420
254.1185,21053,770,M254_R770_1421
254.1477,121830,408,M254_R408_1422
254.1761,47446,415,M254_R415_1423
254.1837,16416,675,M254_R675_1424
254.2141,14836,976,M254_R976_1425
254.2209,8082889,955,M254_R955_1426
254.3495,88440,957,M254_R957_1428
254.4726,13940,977,M254_R977_1429
254.9794,15634,666,M255_R666_1431
255.0299,3696116,620,M255_R620_1432
255.0662,3652988,597,M255_R597_1433
255.0662,653211,415,M255_R415_1434
255.0874,111462,52,M255_R52_1436
255.0877,351634,204,M255_R204_1437
255.0871,48657,288,M255_R288_1438
255.0979,122006,642,M255_R642_1440
255.1237,453739,322,M255_R322_1441
255.1602,336101,486,M255_R486_1442
255.1766,16474,639,M255_R639_1443
255.1964,1033638,699,M255_R699_1444
255.2074,53526,411,M255_R411_1445
255.1977,49030,678,M255_R678_1446
255.2245,763483,961,M255_R961_1447
255.2331,1277079,844,M255_R844_1448
255.2333,22581096,1005,M255_R1005_1449
255.3236,100967,637,M255_R637_1450
255.3626,2734254,1045,M255_R1045_1451
255.431,39468,613,M255_R613_1452
255.4822,888310,1046,M255_R1046_1453
255.5989,211449,1051,M256_R1051_1454
256.0335,254962,633,M256_R633_1455
256.0698,1719997,603,M256_R603_1457
256.0697,66016,453,M256_R453_1458
256.0907,21396,205,M256_R205_1459
256.0983,108354,722,M256_R722_1460
256.1548,10184,291,M256_R291_1462
256.1609,58521,500,M256_R500_1463
256.1914,942960,500,M256_R500_1464
256.1917,5131518,585,M256_R585_1465
256.1999,103356,687,M256_R687_1466
256.2365,11710208,1030,M256_R1030_1467
256.2366,101891,820,M256_R820_1468
256.2377,475129,1033,M256_R1033_1469
256.2376,24887,820,M256_R820_1470
256.3219,18357,613,M256_R613_1471
256.3652,300923,1051,M256_R1051_1472
256.4901,33485,1051,M256_R1051_1473
256.9856,545752,648,M257_R648_1474
257.0454,15890,275,M257_R275_1477
257.0638,10140,51,M257_R51_1478
257.0732,118763,613,M257_R613_1479
257.0928,1220578,548,M257_R548_1480
257.1033,409935,52,M257_R52_1481
257.1028,133066,238,M257_R238_1482
257.1016,11416,714,M257_R714_1484
257.1393,621704,314,M257_R314_1485
257.1396,262253,437,M257_R437_1486
257.1547,162413,707,M257_R707_1487
257.1552,11197,500,M257_R500_1488
257.1757,15869408,525,M257_R525_1489
257.1756,1794369,643,M257_R643_1490
257.1755,96654,370,M257_R370_1491
257.1763,10864,918,M257_R918_1492
257.1946,502733,588,M257_R588_1493
257.2123,2391467,686,M257_R686_1494
257.2393,1165345,1045,M257_R1045_1495
257.304,210827,530,M257_R530_1496
257.3407,23912,705,M257_R705_1497
257.4289,23749,530,M257_R530_1498
258.0514,110487,661,M258_R661_1500
258.0763,23257,601,M258_R601_1501
258.0958,108779,554,M258_R554_1502
258.1422,45236,314,M258_R314_1504
258.159,16706,713,M258_R713_1505
258.1709,56509,307,M258_R307_1506
258.1793,2000832,526,M258_R526_1507
258.1796,30841,687,M258_R687_1508
258.2156,703481,700,M258_R700_1510
258.9831,50028,648,M259_R648_1511
259.0366,84220,466,M259_R466_1512
259.0357,25021,631,M259_R631_1513
259.0613,75852,372,M259_R372_1514
259.0618,500965,605,M259_R605_1515
259.0825,20537,131,M259_R131_1516
259.1013,38463,553,M259_R553_1517
259.1191,316825,52,M259_R52_1519
259.1188,386849,254,M259_R254_1520
259.1331,13922,530,M259_R530_1522
259.1553,218637,395,M259_R395_1523
259.1689,11265,418,M259_R418_1524
259.1915,148061,524,M259_R524_1526
259.9315,156107,544,M260_R544_1528
260.0649,37669,620,M260_R620_1529
260.9154,115038,341,M261_R341_1535
261.067,1095659,642,M261_R642_1538
261.0973,36464,52,M261_R52_1539
261.1129,14577,402,M261_R402_1542
261.1343,23636649,266,M261_R266_1543
261.1345,549831,879,M261_R879_1544
261.1495,384913,451,M261_R451_1545
261.1501,136261,612,M261_R612_1546
261.1704,207244,375,M261_R375_1548
261.2226,75112,719,M261_R719_1550
261.264,845725,281,M261_R281_1552
261.3888,218373,287,M261_R287_1553
261.9291,154634,544,M262_R544_1554
262.0515,107876,712,M262_R712_1555
262.071,63302,645,M262_R645_1556
262.0875,1707129,699,M262_R699_1557
262.1112,14325,446,M262_R446_1559
262.1376,3214609,274,M262_R274_1560
262.1445,251511,439,M262_R439_1561
262.1528,39213,468,M262_R468_1562
262.84,508336,575,M263_R575_1564
262.9131,117770,348,M263_R348_1565
262.921,20960,180,M263_R180_1566
262.9759,34322,350,M263_R350_1567
263.0348,78295,544,M263_R544_1568
263.0718,179411,681,M263_R681_1570
263.0721,37500,573,M263_R573_1572
263.0905,173440,698,M263_R698_1573
263.1289,3653787,553,M263_R553_1576
263.1293,71825,384,M263_R384_1577
263.1329,60293,1145,M263_R1145_1578
263.1393,284022,280,M263_R280_1579
263.1499,10836,225,M263_R225_1581
263.1754,10281,594,M263_R594_1582
263.2016,20006,857,M263_R857_1583
263.2597,14150,580,M263_R580_1585
263.8435,12374,569,M264_R569_1586
264.1247,254693,746,M264_R746_1589
264.1244,24580,403,M264_R403_1590
264.1318,334517,562,M264_R562_1591
264.1608,2646176,887,M264_R887_1592
264.1687,31671,631,M264_R631_1593
264.1687,11965,818,M264_R818_1594
264.8366,1008081,575,M265_R575_1596
265.0719,53743,289,M265_R289_1599
265.0718,11310,435,M265_R435_1600
265.1082,1283611,592,M265_R592_1601
265.1084,57353,383,M265_R383_1602
265.1079,11102,257,M265_R257_1603
265.1082,10365,52,M265_R52_1604
265.1241,227061,742,M265_R742_1605
265.145,11115,411,M265_R411_1606
265.1486,63290993,661,M265_R661_1607
265.1638,268957,887,M265_R887_1608
265.1584,108097157,670,M265_R670_1609
265.1661,11412,244,M265_R244_1610
265.1813,15199,635,M265_R635_1611
265.2172,14393,744,M265_R744_1612
265.2173,166093,921,M265_R921_1613
265.218,23240,646,M265_R646_1614
265.2401,34303,587,M265_R587_1615
265.2813,13685375,665,M265_R665_1616
265.3998,4975995,668,M265_R668_1617
265.5206,2533009,669,M266_R669_1618
265.8403,23183,569,M266_R569_1619
266.083,21544,504,M266_R504_1620
266.0978,60951,841,M266_R841_1621
266.108,147437,587,M266_R587_1622
266.1146,60611,770,M266_R770_1623
266.1514,52046154,661,M266_R661_1625
266.1665,72843,500,M266_R500_1626
266.2833,2553033,667,M266_R667_1629
266.4071,881313,669,M266_R669_1630
266.8336,552229,575,M267_R575_1632
266.9989,123442,682,M267_R682_1633
267.031,29336,607,M267_R607_1634
267.0664,630019,553,M267_R553_1635
267.0817,36905,806,M267_R806_1636
267.0872,60889,486,M267_R486_1637
267.0871,34037,52,M267_R52_1638
267.103,92331,679,M267_R679_1640
267.1029,98430,484,M267_R484_1642
267.1239,69736,262,M267_R262_1643
267.1275,144300,563,M267_R563_1645
267.1461,22212983,663,M267_R663_1646
267.1603,935053,491,M267_R491_1647
267.1967,5880127,706,M267_R706_1648
267.1977,3216539,722,M267_R722_1649
267.1979,10003,592,M267_R592_1650
267.2331,7893870,1005,M267_R1005_1651
267.2783,143166,659,M267_R659_1652
267.328,118575,722,M267_R722_1653
267.3655,44954,1014,M267_R1014_1654
267.4536,39275,738,M267_R738_1656
267.4894,10935,1008,M267_R1008_1657
267.8374,13695,569,M268_R569_1658
268.0378,6437405,596,M268_R596_1660
268.0769,59889,722,M268_R722_1661
268.07,124595,554,M268_R554_1662
268.0688,50737,390,M268_R390_1663
268.0982,7603816,765,M268_R765_1665
268.0982,89951,350,M268_R350_1666
268.1092,3663327,680,M268_R680_1667
268.1488,1902571,667,M268_R667_1669
268.1635,56522,489,M268_R489_1670
268.1697,59592,607,M268_R607_1671
268.192,443945,457,M268_R457_1672
268.1999,1052578,721,M268_R721_1673
268.2366,1286188,1006,M268_R1006_1674
268.2304,140323,770,M268_R770_1675
268.3333,10525,740,M268_R740_1677
268.3546,31387,770,M268_R770_1678
268.8304,136308,585,M269_R585_1681
268.9837,76248,444,M269_R444_1684
268.9964,73663,702,M269_R702_1685
269.0444,1052755,607,M269_R607_1686
269.0455,23657624,463,M269_R463_1687
269.0668,441306,626,M269_R626_1688
269.065,11008,51,M269_R51_1689
269.0816,2172906,619,M269_R619_1690
269.0875,385374,49,M269_R49_1691
269.1037,36858,190,M269_R190_1692
269.1013,1193445,756,M269_R756_1693
269.1038,91101,52,M269_R52_1694
269.1222,151077,243,M269_R243_1695
269.122,202474,580,M269_R580_1696
269.1393,1121531,334,M269_R334_1697
269.1538,10474,642,M269_R642_1698
269.1546,92169,486,M269_R486_1699
269.1761,590826,543,M269_R543_1700
269.1779,316446,484,M269_R484_1701
269.2125,8304950,736,M269_R736_1703
269.2189,151011,678,M269_R678_1704
269.2432,20860,1024,M269_R1024_1705
269.2489,18418377,1081,M269_R1081_1707
269.304,136927,488,M269_R488_1708
269.3442,189084,736,M269_R736_1709
269.3811,454853,1086,M269_R1086_1710
269.4207,12803,486,M269_R486_1711
269.4714,44513,710,M269_R710_1712
269.4712,27118,791,M269_R791_1713
269.5066,99369,1087,M270_R1087_1714
270.0173,67473,646,M270_R646_1717
270.0493,3886251,468,M270_R468_1718
270.0493,14422,613,M270_R613_1719
270.0721,276830,629,M270_R629_1720
270.1091,339751,767,M270_R767_1721
270.142,59586,308,M270_R308_1724
270.1721,264485,517,M270_R517_1725
270.2156,976861,743,M270_R743_1726
270.2078,3260187,576,M270_R576_1727
270.2191,41459,679,M270_R679_1728
270.2441,735829,846,M270_R846_1729
270.2522,3829681,1081,M270_R1081_1730
270.3495,10970,689,M270_R689_1731
270.3851,20687,1099,M270_R1099_1732
270.828,10915,569,M271_R569_1733
271.0249,33120,523,M271_R523_1734
271.0247,14793,627,M271_R627_1735
271.0572,77712,490,M271_R490_1736
271.0516,14282,617,M271_R617_1737
271.061,7119695,466,M271_R466_1738
271.0616,117250,633,M271_R633_1739
271.0976,90715,670,M271_R670_1740
271.1171,38560,767,M271_R767_1742
271.1189,132019,52,M271_R52_1743
271.134,211158,532,M271_R532_1744
271.1185,183700,270,M271_R270_1745
271.1344,36513,681,M271_R681_1746
271.1554,202856,363,M271_R363_1747
271.1554,139324,471,M271_R471_1748
271.1555,53360,1021,M271_R1021_1749
271.1659,4136909,178,M271_R178_1750
271.1702,31961,771,M271_R771_1752
271.1918,9807627,596,M271_R596_1754
271.1918,135176,850,M271_R850_1755
271.2092,269979,564,M271_R564_1756
271.2279,5421844,733,M271_R733_1757
271.2546,214795,1095,M271_R1095_1758
271.2997,51985,168,M271_R168_1759
271.3238,411566,580,M271_R580_1760
271.3608,869629,751,M271_R751_1761
271.4513,64293,580,M271_R580_1763
271.4868,334775,752,M271_R752_1764
271.6039,23963,753,M272_R753_1765
272.0644,890062,466,M272_R466_1767
272.0928,461671,661,M272_R661_1768
272.137,11036,521,M272_R521_1769
272.1697,435586,170,M272_R170_1772
272.1777,34975,704,M272_R704_1773
272.1947,78090,430,M272_R430_1774
272.195,2813574,580,M272_R580_1775
272.2316,1871488,731,M272_R731_1776
272.3649,24475,753,M272_R753_1777
273.0414,16680,474,M273_R474_1778
273.0676,50105,499,M273_R499_1779
273.0772,705228,676,M273_R676_1780
273.0772,37066,412,M273_R412_1781
273.0962,15933,663,M273_R663_1783
273.097,46044,172,M273_R172_1784
273.0971,192550,51,M273_R51_1785
273.1163,61844,432,M273_R432_1787
273.1344,1347266,307,M273_R307_1789
273.1347,250266,464,M273_R464_1790
273.1346,162876,54,M273_R54_1791
273.1501,1788877,539,M273_R539_1792
273.1611,76657,690,M273_R690_1793
273.171,171409,446,M273_R446_1794
273.186,425451,638,M273_R638_1796
273.1864,10396,834,M273_R834_1797
273.1843,10067,454,M273_R454_1798
273.2061,446241,584,M273_R584_1799
273.2071,11578,444,M273_R444_1800
