mz,intensity,rt,group
644.5505,14584,1147,M645_R1147_9895
644.9607,12836,725,M645_R725_9896
645.0155,777078,870,M645_R870_9897
645.161,35782,391,M645_R391_9899
645.2879,167785,566,M645_R566_9902
645.328,130967,708,M645_R708_9903
645.3512,179298,558,M645_R558_9905
645.389,20816133,879,M645_R879_9907
645.4289,15199,863,M645_R863_9909
645.4382,23918,1160,M645_R1160_9910
645.4597,267673,885,M645_R885_9911
645.4755,137637,1143,M645_R1143_9912
645.495,21517,613,M645_R613_9913
645.5237,10059,991,M646_R991_9915
645.5544,12217,1154,M646_R1154_9917
645.595,154177,830,M646_R830_9918
645.7835,10323,886,M646_R886_9919
646.0104,1461535,870,M646_R870_9920
646.2172,24399,873,M646_R873_9922
646.3603,23624,540,M646_R540_9924
646.3925,5493739,880,M646_R880_9926
647.0122,468332,871,M647_R871_9931
647.1595,10532,376,M647_R376_9932
647.2652,12606,562,M647_R562_9933
647.3699,614903,743,M647_R743_9935
647.3925,1401931,878,M647_R878_9937
647.4164,178707,944,M647_R944_9938
647.4527,135918,1052,M647_R1052_9939
647.4567,234889,1168,M647_R1168_9940
647.4736,314955,1093,M647_R1093_9942
647.4854,42940,1144,M647_R1144_9943
648.0094,229631,873,M648_R873_9944
648.3241,66478,622,M648_R622_9946
648.3722,124652,729,M648_R729_9947
648.3937,46914,886,M648_R886_9948
648.3942,47209,817,M648_R817_9949
648.4191,11319,944,M648_R944_9950
648.4605,101408,1169,M648_R1169_9953
648.4781,11600,1093,M648_R1093_9954
648.5007,145868,860,M649_R860_9955
649.0105,56946,873,M649_R873_9958
649.2087,343191,704,M649_R704_9960
649.3317,11844,734,M649_R734_9962
649.3472,11335,831,M649_R831_9963
649.3644,73577,815,M649_R815_9965
649.372,20977,713,M649_R713_9966
649.4107,93671,843,M649_R843_9968
649.4093,24155,1061,M649_R1061_9969
649.4311,64905,1044,M649_R1044_9970
649.4305,10323,848,M649_R848_9971
649.4531,139931,970,M649_R970_9972
649.5029,23752,861,M650_R861_9974
650.0318,118816,832,M650_R832_9977
650.2118,91545,705,M650_R705_9978
650.4144,13793,860,M650_R860_9980
650.4297,42024,311,M650_R311_9982
650.4336,11948,718,M650_R718_9983
651.1695,242971,708,M651_R708_9988
651.2226,303928,662,M651_R662_9989
651.2992,10978,637,M651_R637_9990
651.3361,70043,610,M651_R610_9992
651.3379,171373,758,M651_R758_9993
651.377,223631,723,M651_R723_9995
651.3799,41151,291,M651_R291_9996
651.4054,12996,866,M651_R866_9997
651.3929,12997,804,M651_R804_9998
651.4249,15607,952,M651_R952_9999
651.4322,158241,748,M651_R748_10001
651.4343,1858623,981,M651_R981_10002
651.4559,12880,1149,M651_R1149_10003
651.5522,25846,1147,M652_R1147_10008
652.2273,99187,660,M652_R660_10011
652.3804,24212,751,M652_R751_10013
652.4377,468375,962,M652_R962_10015
652.4367,45688,768,M652_R768_10016
652.5642,54386,1154,M653_R1154_10017
653.1779,709572,793,M653_R793_10020
653.2029,11404,558,M653_R558_10022
653.2846,15758,530,M653_R530_10024
653.302,177221,803,M653_R803_10025
653.4109,27532,692,M653_R692_10030
653.4123,45444,906,M653_R906_10031
653.4288,65729,1106,M653_R1106_10032
653.4497,43489,289,M653_R289_10035
653.4639,10555,1191,M653_R1191_10037
654.1821,183728,793,M654_R793_10044
654.3062,44939,808,M654_R808_10045
654.3866,42759,696,M654_R696_10046
654.4161,14353,906,M654_R906_10048
654.4594,97255,1086,M654_R1086_10050
655.176,707132,793,M655_R793_10055
655.1875,74095,387,M655_R387_10056
655.2988,31780,1033,M655_R1033_10057
655.3139,13324,662,M655_R662_10058
655.3349,36071,580,M655_R580_10059
655.3697,50957,660,M655_R660_10063
655.4058,50667,768,M655_R768_10066
655.4288,87003,600,M655_R600_10068
655.4429,11811865,1066,M655_R1066_10070
655.4607,29196,1087,M655_R1087_10071
655.4795,36447,819,M655_R819_10073
655.4926,14455,1152,M655_R1152_10074
655.5283,54595,940,M656_R940_10075
655.6516,655870,1092,M656_R1092_10078
655.8404,132026,1093,M656_R1093_10080
656.0323,11067,1097,M656_R1097_10081
656.1799,180231,794,M656_R794_10082
656.192,17783,376,M656_R376_10083
656.3658,281406,599,M656_R599_10084
656.3801,16015,463,M656_R463_10085
656.4016,90656,638,M656_R638_10087
656.4466,13246872,1092,M656_R1092_10090
656.4855,12661,819,M656_R819_10092
656.6543,88651,1093,M657_R1093_10095
656.768,14405,1095,M657_R1095_10096
657.0258,245757,706,M657_R706_10100
657.173,214380,793,M657_R793_10101
657.263,45230,818,M657_R818_10102
657.3299,37107,572,M657_R572_10103
657.3502,1520956,601,M657_R601_10104
657.365,52165,613,M657_R613_10105
657.3744,23605,714,M657_R714_10106
657.3711,41353,450,M657_R450_10107
657.3854,504422,681,M657_R681_10109
657.3872,61006,846,M657_R846_10110
657.4068,3203189,477,M657_R477_10111
657.4062,16233,593,M657_R593_10112
657.4199,57273,752,M657_R752_10113
657.425,157585,927,M657_R927_10114
657.4495,2451183,1092,M657_R1092_10115
658.0281,12128,704,M658_R704_10116
658.3535,434320,594,M658_R594_10120
658.3889,132117,652,M658_R652_10121
658.3923,10434,846,M658_R846_10122
658.4106,811953,478,M658_R478_10123
658.4518,231232,1092,M658_R1092_10126
659.3548,35430,588,M659_R588_10131
659.3596,288719,493,M659_R493_10132
659.3649,62006,707,M659_R707_10133
659.3815,10895,551,M659_R551_10134
659.405,294648,913,M659_R913_10137
659.4128,134709,486,M659_R486_10138
659.4009,20488,731,M659_R731_10139
660.3619,49424,493,M660_R493_10141
660.4083,25250,930,M660_R930_10143
660.5956,58400,1000,M661_R1000_10145
661.2718,40207,478,M661_R478_10146
661.3653,10626,479,M661_R479_10148
661.3841,20471564,804,M661_R804_10149
661.4004,212180,674,M661_R674_10150
661.4136,86906,893,M661_R893_10152
661.4325,225283,980,M661_R980_10153
661.475,50469,1155,M661_R1155_10156
661.5927,149039,752,M662_R752_10158
661.7842,12939,806,M662_R806_10160
662.2758,10540,487,M662_R487_10161
662.3879,5359288,804,M662_R804_10162
662.4045,63909,656,M662_R656_10163
662.4185,16351,902,M662_R902_10164
662.4367,13368,991,M662_R991_10165
662.9497,57107,805,M663_R805_10168
663.3536,11750,463,M663_R463_10172
663.3482,14159,743,M663_R743_10173
663.3875,1503907,804,M663_R804_10175
663.3903,48833,555,M663_R555_10176
663.4111,34967,842,M663_R842_10178
663.4518,623350,1055,M663_R1055_10180
663.4692,945772,995,M663_R995_10181
663.9717,165392,936,M664_R936_10182
664.0658,200641,881,M664_R881_10183
664.3888,100478,804,M664_R804_10184
664.3925,37710,504,M664_R504_10186
664.4713,1265720,934,M664_R934_10189
664.527,34445,909,M665_R909_10190
664.9763,30896,936,M665_R936_10191
665.0686,48545,881,M665_R881_10192
665.1498,52174,676,M665_R676_10193
665.3034,1406998,473,M665_R473_10194
665.346,10125,744,M665_R744_10195
665.3762,14977,542,M665_R542_10198
665.4049,33966,837,M665_R837_10200
665.4016,11737,526,M665_R526_10201
665.41,180805,846,M665_R846_10202
665.4475,214589,903,M665_R903_10204
665.4539,54333,1051,M665_R1051_10205
665.4571,21099,1144,M665_R1144_10206
665.4685,276174,927,M665_R927_10207
665.888,37074,788,M666_R788_10210
666.0601,8017591,881,M666_R881_10212
666.27,109999,881,M666_R881_10213
666.3069,290580,472,M666_R472_10214
666.409,11861,809,M666_R809_10217
666.4521,21746,912,M666_R912_10219
666.4722,43118,927,M666_R927_10220
666.5471,17964,881,M667_R881_10221
666.6527,14400,881,M667_R881_10224
667.0621,5646022,881,M667_R881_10225
667.2197,172295,629,M667_R629_10227
667.219,33072,450,M667_R450_10228
667.2553,261573,673,M667_R673_10229
667.2736,39474,881,M667_R881_10230
667.3704,209568,1037,M667_R1037_10232
667.3922,15270,881,M667_R881_10235
667.4173,12448,808,M667_R808_10237
667.4274,66196,722,M667_R722_10238
667.42,57493,595,M667_R595_10239
667.4436,159216,1133,M667_R1133_10240
667.8856,50361,788,M668_R788_10246
668.0401,43080,807,M668_R807_10247
668.0633,1074686,881,M668_R881_10248
668.2233,43361,649,M668_R649_10249
668.2231,12808,481,M668_R481_10250
668.2588,51352,677,M668_R677_10252
668.3749,50003,1037,M668_R1037_10253
668.3969,296836,318,M668_R318_10254
668.4004,68124,720,M668_R720_10255
668.4255,22401,621,M668_R621_10256
668.4478,20318,1133,M668_R1133_10258
668.4745,313769,1107,M668_R1107_10259
669.0665,93473,881,M669_R881_10261
669.4005,60053,318,M669_R318_10269
669.4058,22917,721,M669_R721_10270
669.4062,27987,623,M669_R623_10271
669.4221,85567,841,M669_R841_10272
669.4251,216881,1003,M669_R1003_10274
669.4427,53107,566,M669_R566_10275
669.4592,50035479,1113,M669_R1113_10276
669.5787,116686,1122,M670_R1122_10277
669.6697,2250075,1113,M670_R1113_10278
669.7765,35905,1104,M670_R1104_10279
669.8542,783056,1113,M670_R1113_10280
669.9539,16834,1104,M670_R1104_10282
670.0549,207228,1113,M670_R1113_10284
670.3804,169472,613,M670_R613_10287
670.4435,11017,617,M670_R617_10291
670.4625,32073470,1113,M670_R1113_10292
670.5092,14291,853,M671_R853_10294
670.5823,27424,1117,M671_R1117_10296
670.6737,475896,1113,M671_R1113_10297
670.7878,88959,1113,M671_R1113_10298
670.8469,61627,1115,M671_R1115_10299
671.0565,76567,1116,M671_R1116_10301
671.2874,31383,468,M671_R468_10302
671.344,327574,595,M671_R595_10303
671.3765,192413,615,M671_R615_10304
671.3865,659925,457,M671_R457_10305
671.4013,72861,720,M671_R720_10306
671.4229,148595,516,M671_R516_10308
671.4202,90325,963,M671_R963_10309
671.4118,32676,776,M671_R776_10310
671.4363,33582,842,M671_R842_10311
671.4389,45051,988,M671_R988_10312
671.4527,32065,593,M671_R593_10313
671.4529,14785,489,M671_R489_10314
671.4651,8338722,1113,M671_R1113_10315
671.4583,140625,899,M671_R899_10316
671.4703,18894,1145,M671_R1145_10317
671.5361,10537,921,M672_R921_10319
671.6778,37850,1116,M672_R1116_10322
671.7792,10492,1115,M672_R1115_10323
672.1805,17481,375,M672_R375_10324
672.2899,10945,468,M672_R468_10325
672.3467,88769,592,M672_R592_10326
672.3617,35864,597,M672_R597_10327
672.3779,12261,611,M672_R611_10328
672.3908,71594,474,M672_R474_10329
672.4,21052,660,M672_R660_10330
672.4217,25636,963,M672_R963_10331
672.4571,10895,593,M672_R593_10333
672.4685,904746,1113,M672_R1113_10334
673.1232,221814,801,M673_R801_10337
673.3448,123780,539,M673_R539_10342
673.3592,36178,744,M673_R744_10343
673.3634,160296,285,M673_R285_10344
673.3971,34124,572,M673_R572_10348
673.3961,74020,900,M673_R900_10349
673.4209,1665122,968,M673_R968_10353
673.4716,25120,1114,M673_R1114_10354
673.4922,11201,1014,M673_R1014_10355
673.5096,11092,1156,M674_R1156_10356
673.625,48805,801,M674_R801_10357
674.124,13291,816,M674_R816_10358
674.3467,10562,543,M674_R543_10359
674.3663,37304,292,M674_R292_10360
674.4237,320142,969,M674_R969_10363
675.3602,106506,565,M675_R565_10366
675.4002,480078,844,M675_R844_10367
675.4187,1234304,813,M675_R813_10368
675.4231,36552,971,M675_R971_10369
675.4889,223316,1173,M675_R1173_10371
676.0304,1114073,819,M676_R819_10373
676.2427,59673,843,M676_R843_10374
676.4031,77930,844,M676_R844_10375
676.422,245420,811,M676_R811_10376
676.4924,68419,1182,M676_R1182_10378
676.5524,25047,846,M677_R846_10379
677.0338,240782,832,M677_R832_10381
677.3688,36086,505,M677_R505_10382
677.4019,13532,850,M677_R850_10384
677.4271,108593,908,M677_R908_10386
677.4344,83719,1074,M677_R1074_10387
677.481,26782,1066,M677_R1066_10391
677.4975,106908,343,M677_R343_10393
678.031,135177,832,M678_R832_10398
678.3725,14554,504,M678_R504_10399
678.5017,32941,347,M679_R347_10402
678.5479,38082,934,M679_R934_10403
678.9791,39665,1014,M679_R1014_10405
679.167,39531,392,M679_R392_10407
679.3763,396738,358,M679_R358_10408
679.4081,111572,775,M679_R775_10410
679.4439,86473,1022,M679_R1022_10412
679.4449,105160,875,M679_R875_10413
679.5007,82625,709,M680_R709_10415
679.5011,37185,1048,M680_R1048_10416
679.5122,16053,1146,M680_R1146_10417
679.8528,26076,760,M680_R760_10419
680.3795,17989,387,M680_R387_10423
680.4608,35009,905,M680_R905_10426
681.1193,44118,797,M681_R797_10431
681.2301,84710,771,M681_R771_10434
681.2969,972403,1034,M681_R1034_10435
681.3971,13455,501,M681_R501_10436
681.4232,19691,892,M681_R892_10437
681.4583,98598,1102,M681_R1102_10439
681.4572,20809,1001,M681_R1001_10440
681.5067,116613,1146,M682_R1146_10442
681.8502,50985,760,M682_R760_10445
682.1207,17399,797,M682_R797_10446
682.2344,26370,771,M682_R771_10448
682.3005,267533,1034,M682_R1034_10449
682.3569,10699,694,M682_R694_10450
682.4616,34436,1103,M682_R1103_10453
682.5108,16270,1146,M683_R1146_10455
682.6357,11600,1143,M683_R1143_10459
682.9653,14139,740,M683_R740_10460
683.3272,245630,718,M683_R718_10467
683.4256,1304305,913,M683_R913_10469
683.4224,33584,661,M683_R661_10470
683.4416,404254,1019,M683_R1019_10471
683.4383,166387,852,M683_R852_10472
683.4747,1016651,1146,M683_R1146_10473
683.469,108971,1032,M683_R1032_10474
683.4808,62536,1148,M683_R1148_10475
684.0356,194177,829,M684_R829_10478
684.3614,78629,570,M684_R570_10481
684.3971,948996,641,M684_R641_10482
684.4181,15530,505,M684_R505_10484
684.4273,333707,942,M684_R942_10485
684.4453,68248,1033,M684_R1033_10486
684.4424,43495,813,M684_R813_10487
684.4414,10260,886,M684_R886_10488
684.4778,566538,1146,M684_R1146_10489
684.9642,12346,740,M685_R740_10493
685.0394,83086,837,M685_R837_10494
685.2652,36219,570,M685_R570_10496
685.3818,71656,656,M685_R656_10500
685.3955,32555,459,M685_R459_10501
685.4026,292231,645,M685_R645_10502
685.4165,120614,761,M685_R761_10503
685.4194,65927,762,M685_R762_10505
685.4378,37194,553,M685_R553_10507
685.4521,257190,865,M685_R865_10508
685.4537,100680,999,M685_R999_10509
685.4535,10075,1126,M685_R1126_10510
685.4817,49469,1159,M685_R1159_10511
686.0063,73164,883,M686_R883_10513
686.3769,61502,595,M686_R595_10516
686.3964,11270,458,M686_R458_10517
686.4017,37202,639,M686_R639_10519
686.4215,26415,716,M686_R716_10521
686.4568,20121,1019,M686_R1019_10522
686.4565,17931,858,M686_R858_10523
686.458,11678,1019,M686_R1019_10524
687.2332,14208,547,M687_R547_10528
687.3745,42686,594,M687_R594_10531
687.4167,185647,460,M687_R460_10535
688.0037,38246,895,M688_R895_10540
688.3896,896287,317,M688_R317_10543
688.9826,50108,735,M689_R735_10546
689.3046,18345,531,M689_R531_10547
689.3131,25869,891,M689_R891_10548
689.3926,266317,318,M689_R318_10550
689.4151,11864897,882,M689_R882_10551
689.4244,32411,448,M689_R448_10552
689.4854,122174,911,M689_R911_10554
689.5036,31829,1176,M690_R1176_10555
689.537,28875,1152,M690_R1152_10557
689.627,40204,833,M690_R833_10560
690.1295,86058,688,M690_R688_10562
690.3927,32003,317,M690_R317_10564
690.4192,3309626,882,M690_R882_10565
690.5433,10369,1152,M691_R1152_10566
691.1338,12696,685,M691_R685_10567
691.3393,27530,603,M691_R603_10568
691.3957,437258,745,M691_R745_10570
691.4131,570551,757,M691_R757_10571
691.4182,540305,888,M691_R888_10573
691.443,109738,956,M691_R956_10574
691.4829,190221,1098,M691_R1098_10577
691.5005,221376,1088,M692_R1088_10578
692.1235,5421392,719,M692_R719_10579
692.3364,49203,685,M692_R685_10580
692.4126,94023,738,M692_R738_10583
692.4195,20310,833,M692_R833_10584
692.486,94884,1084,M692_R1084_10588
693.1262,2290648,718,M693_R718_10590
693.3932,62560,780,M693_R780_10594
693.459,38610,997,M693_R997_10595
693.4799,89082,1008,M693_R1008_10596
693.4789,39067,659,M693_R659_10597
693.9973,815749,897,M694_R897_10601
694.1272,491019,688,M694_R688_10603
694.2089,58954,924,M694_R924_10604
694.4605,13828,1044,M694_R1044_10606
694.4776,12313,669,M694_R669_10607
694.6116,14381,1003,M695_R1003_10609
694.6362,34462,1119,M695_R1119_10610
694.9569,13036,765,M695_R765_10611
694.9999,166251,924,M695_R924_10612
695.1297,39315,685,M695_R685_10613
695.3563,12690,1052,M695_R1052_10615
695.3693,55561,783,M695_R783_10616
695.3812,24125,538,M695_R538_10617
695.4388,141246,910,M695_R910_10620
695.4592,22505,769,M695_R769_10621
695.4741,1105227,1109,M695_R1109_10622
695.888,129182,767,M696_R767_10629
695.9945,875486,897,M696_R897_10630
696.4431,35157,919,M696_R919_10635
696.4777,308251,1120,M696_R1120_10637
696.477,37623,971,M696_R971_10638
696.6512,37872,1081,M697_R1081_10640
696.9959,115918,924,M697_R924_10642
697.2297,82640,660,M697_R660_10644
697.3951,10110,703,M697_R703_10647
697.3946,11761,506,M697_R506_10648
697.4015,387706,814,M697_R814_10649
697.4381,21841,695,M697_R695_10650
697.4516,724310,949,M697_R949_10651
697.4663,16220,1101,M697_R1101_10653
697.483,44922,1121,M697_R1121_10654
697.4902,4439517,1177,M697_R1177_10655
697.5036,68454,338,M698_R338_10656
697.6544,10075,1038,M698_R1038_10658
697.8862,196001,768,M698_R768_10659
697.9934,31237,917,M698_R917_10660
698.4133,13099,665,M698_R665_10665
698.4446,201530,950,M698_R950_10668
698.4944,1422219,1177,M698_R1177_10671
698.5074,25889,347,M699_R347_10672
699.2457,59919,597,M699_R597_10676
699.4087,38708,452,M699_R452_10680
699.4274,94944,737,M699_R737_10683
699.4677,32728,1004,M699_R1004_10685
699.4908,481807,933,M699_R933_10687
699.4963,163968,1177,M699_R1177_10688
699.5778,179181,1093,M700_R1093_10689
699.8837,55668,768,M700_R768_10691
700.3913,302710,616,M700_R616_10693
700.4148,12220,446,M700_R446_10695
700.4937,77638,932,M700_R932_10699
700.5736,309228,966,M701_R966_10701
700.5837,60433,1087,M701_R1087_10702
700.9236,120414,808,M701_R808_10704
701.2468,102896,542,M701_R542_10705
701.2894,22653,814,M701_R814_10707
701.3937,88464,614,M701_R614_10711
701.3984,12695,480,M701_R480_10712
701.4135,13222,916,M701_R916_10713
701.4332,2124008,478,M701_R478_10716
701.469,240767,738,M701_R738_10720
701.4923,16753,934,M701_R934_10722
701.5861,12144,1087,M702_R1087_10724
701.6288,11521,1105,M702_R1105_10725
702.0095,25871,918,M702_R918_10726
702.2572,25141,543,M702_R543_10727
702.373,17584,694,M702_R694_10728
702.4369,586077,484,M702_R484_10731
702.4743,10417,745,M702_R745_10732
703.075,125115,856,M703_R856_10737
703.4302,84505,928,M703_R928_10740
703.4403,107367,492,M703_R492_10741
703.4405,10341,389,M703_R389_10742
703.5201,22026,1152,M704_R1152_10744
703.5366,17978,841,M704_R841_10745
704.0788,12942,854,M704_R854_10747
705.2978,108985,532,M705_R532_10750
705.3295,81929,698,M705_R698_10751
705.4104,10716369,807,M705_R807_10752
705.4423,103555,875,M705_R875_10754
705.4675,32874,1145,M705_R1145_10755
705.4627,70497,1069,M705_R1069_10756
705.4952,10700,702,M705_R702_10757
705.6258,47340,762,M706_R762_10759
706.3006,15835,539,M706_R539_10760
706.3303,16506,665,M706_R665_10761
706.3836,12545,692,M706_R692_10762
706.4138,2934735,808,M706_R808_10763
706.4459,27323,892,M706_R892_10764
707.41,1044757,750,M707_R750_10773
707.4653,58770,865,M707_R865_10775
707.4761,170526,1063,M707_R1063_10776
707.4958,564725,986,M707_R986_10777
708.314,13236,701,M708_R701_10780
708.4129,173046,745,M708_R745_10781
708.4814,55127,1064,M708_R1064_10783
708.4997,84370,933,M708_R933_10784
709.1138,628831,733,M709_R733_10785
709.3545,114751,692,M709_R692_10786
709.4018,14794,545,M709_R545_10787
709.4536,508244,945,M709_R945_10790
709.4736,216238,879,M709_R879_10791
709.4912,18943,1142,M709_R1142_10792
710.1153,226052,734,M710_R734_10797
710.3584,34618,685,M710_R685_10798
710.4568,148628,946,M710_R946_10799
710.4718,809941,922,M710_R922_10802
710.4781,27757,776,M710_R776_10803
710.6676,14618,1054,M711_R1054_10806
711.1185,44859,733,M711_R733_10807
711.1976,10298,566,M711_R566_10808
711.4511,170198,669,M711_R669_10813
711.467,34229,930,M711_R930_10814
711.4699,1285323,933,M711_R933_10815
711.4728,71792,1110,M711_R1110_10816
711.5072,66524,1175,M712_R1175_10817
711.5797,20230,1077,M712_R1077_10818
711.5894,20872,919,M712_R919_10819
711.6845,16388,998,M712_R998_10820
712.1124,13984,771,M712_R771_10821
712.362,28102,664,M712_R664_10822
712.4287,13722,690,M712_R690_10823
712.4732,804543,996,M712_R996_10826
712.4734,356485,928,M712_R928_10828
712.4849,10144,1120,M712_R1120_10829
713.2613,25744,671,M713_R671_10840
713.3712,15557,661,M713_R661_10844
713.4334,29295,629,M713_R629_10846
713.4292,77956,1041,M713_R1041_10847
713.4484,152396,831,M713_R831_10848
713.4567,22965,957,M713_R957_10850
713.4749,61463,343,M713_R343_10851
713.4697,11301,579,M713_R579_10852
713.4819,194090,975,M713_R975_10853
713.5691,54590,862,M714_R862_10855
713.5936,16879,1063,M714_R1063_10856
714.4075,13243,621,M714_R621_10861
714.4336,23672,1041,M714_R1041_10864
714.4522,10344,828,M714_R828_10865
714.572,16364,927,M715_R927_10870
715.3455,50083,1013,M715_R1013_10874
715.3772,10125,559,M715_R559_10875
715.4126,347318,464,M715_R464_10877
715.4135,147642,763,M715_R763_10878
715.4256,56420,991,M715_R991_10879
715.4281,10624,680,M715_R680_10880
715.4278,28700,983,M715_R983_10881
715.4492,100256,528,M715_R528_10882
715.4636,129291,809,M715_R809_10883
